order_id,order_date,warehouse,customer_city,carrier,product_category,distance_km,weight_kg,shipping_cost_eur,sla_days,promised_delivery,actual_delivery,actual_days,status,delay_days,delay_reason,month,week,day_of_week
AMZ-02474,2024-05-16,Munich-WAR,Augsburg,Hermes,Storage Devices,56.5,32.7,19.37,1,2024-05-17,2024-05-17,1,On-Time,0,None,May,20,Thursday
AMZ-02475,2024-05-16,Cologne-WAR,Hannover,FedEx,Storage Devices,248.6,12.9,26.14,2,2024-05-18,2024-05-19,3,Late,1,Weather Conditions,May,20,Thursday
AMZ-02476,2024-05-16,Cologne-WAR,Wuppertal,DHL,Hardware,40.1,21.1,12.79,1,2024-05-17,2024-05-17,1,On-Time,0,None,May,20,Thursday
AMZ-02477,2024-05-16,Munich-WAR,Dusseldorf,DPD,Cables & Accessories,486.9,5.1,41.16,3,2024-05-19,2024-05-18,2,On-Time,0,None,May,20,Thursday
AMZ-02478,2024-05-17,Hamburg-WAR,Munich,Hermes,Cables & Accessories,611.7,28.2,59.58,3,2024-05-20,2024-05-20,3,On-Time,0,None,May,20,Friday
AMZ-02479,2024-05-17,Munich-WAR,Bremen,UPS,Storage Devices,583.2,36.6,63.23,3,2024-05-20,2024-05-20,3,On-Time,0,None,May,20,Friday
AMZ-02480,2024-05-17,Cologne-WAR,Bonn,DPD,Electronics,25.3,29.8,15.58,1,2024-05-18,2024-05-18,1,On-Time,0,None,May,20,Friday
AMZ-02481,2024-05-17,Munich-WAR,Mannheim,DHL,Spare Parts,272.7,39.9,42.5,2,2024-05-19,2024-05-19,2,On-Time,0,None,May,20,Friday
AMZ-02482,2024-05-17,Cologne-WAR,Mannheim,FedEx,Hardware,193.7,48.3,41.53,2,2024-05-19,2024-05-18,1,On-Time,0,None,May,20,Friday
AMZ-02483,2024-05-17,Hamburg-WAR,Stuttgart,DHL,Spare Parts,533.5,49.5,61.92,3,2024-05-20,2024-05-20,3,On-Time,0,None,May,20,Friday
AMZ-02484,2024-05-17,Hamburg-WAR,Stuttgart,UPS,Electronics,533.5,16.5,54.96,3,2024-05-20,2024-05-19,2,On-Time,0,None,May,20,Friday
AMZ-02485,2024-05-17,Frankfurt-WAR,Wuppertal,Hermes,Hardware,166.3,25.3,23.97,2,2024-05-19,2024-05-18,1,On-Time,0,None,May,20,Friday
AMZ-02486,2024-05-17,Frankfurt-WAR,Wuppertal,Hermes,Hardware,166.3,42.0,33.05,2,2024-05-19,2024-05-19,2,On-Time,0,None,May,20,Friday
AMZ-02487,2024-05-17,Hamburg-WAR,Dortmund,DPD,Networking Equipment,284.1,28.2,36.76,2,2024-05-19,2024-05-19,2,On-Time,0,None,May,20,Friday
AMZ-02488,2024-05-17,Cologne-WAR,Duisburg,Hermes,Spare Parts,56.2,1.8,5.25,1,2024-05-18,2024-05-18,1,On-Time,0,None,May,20,Friday
AMZ-02489,2024-05-17,Frankfurt-WAR,Dusseldorf,FedEx,Storage Devices,182.9,43.9,39.66,2,2024-05-19,2024-05-19,2,On-Time,0,None,May,20,Friday
AMZ-02490,2024-05-17,Hamburg-WAR,Berlin,DPD,Networking Equipment,254.5,18.4,27.76,2,2024-05-19,2024-05-19,2,On-Time,0,None,May,20,Friday
AMZ-02491,2024-05-17,Berlin-WAR,Hannover,Hermes,Storage Devices,249.3,46.1,43.91,2,2024-05-19,2024-05-19,2,On-Time,0,None,May,20,Friday
AMZ-02492,2024-05-17,Frankfurt-WAR,Nuremberg,DHL,Cables & Accessories,187.3,35.4,31.21,2,2024-05-19,2024-05-19,2,On-Time,0,None,May,20,Friday
AMZ-02493,2024-05-17,Frankfurt-WAR,Augsburg,UPS,Networking Equipment,251.8,9.1,25.93,2,2024-05-19,2024-05-19,2,On-Time,0,None,May,20,Friday
AMZ-02494,2024-05-17,Berlin-WAR,Hannover,DHL,Storage Devices,249.3,44.8,39.4,2,2024-05-19,2024-05-19,2,On-Time,0,None,May,20,Friday
AMZ-02495,2024-05-18,Frankfurt-WAR,Frankfurt,DHL,Networking Equipment,0.0,32.1,14.65,1,2024-05-19,2024-05-19,1,On-Time,0,None,May,20,Saturday
AMZ-02496,2024-05-18,Hamburg-WAR,Augsburg,DHL,Hardware,579.4,41.9,71.99,3,2024-05-21,2024-05-21,3,On-Time,0,None,May,20,Saturday
AMZ-02497,2024-05-18,Cologne-WAR,Hannover,FedEx,Electronics,248.6,47.1,42.59,2,2024-05-20,2024-05-20,2,On-Time,0,None,May,20,Saturday
AMZ-02498,2024-05-19,Hamburg-WAR,Bielefeld,DPD,Cables & Accessories,196.8,13.7,21.11,2,2024-05-21,2024-05-21,2,On-Time,0,None,May,20,Sunday
AMZ-02499,2024-05-19,Cologne-WAR,Duisburg,DPD,Cables & Accessories,56.2,37.5,24.82,1,2024-05-20,2024-05-20,1,On-Time,0,None,May,20,Sunday
AMZ-02500,2024-05-19,Cologne-WAR,Hannover,DHL,Hardware,248.6,23.6,33.81,2,2024-05-21,2024-05-20,1,On-Time,0,None,May,20,Sunday
AMZ-02501,2024-05-20,Berlin-WAR,Munich,DPD,Cables & Accessories,503.8,4.8,41.15,3,2024-05-23,2024-05-23,3,On-Time,0,None,May,21,Monday
AMZ-02502,2024-05-20,Hamburg-WAR,Berlin,DPD,Cables & Accessories,254.5,19.0,27.36,2,2024-05-22,2024-05-22,2,On-Time,0,None,May,21,Monday
AMZ-02503,2024-05-20,Munich-WAR,Dusseldorf,DPD,Hardware,486.9,3.1,42.17,3,2024-05-23,2024-05-23,3,On-Time,0,None,May,21,Monday
AMZ-02504,2024-05-20,Cologne-WAR,Dresden,UPS,Spare Parts,474.5,41.8,56.18,3,2024-05-23,2024-05-23,3,On-Time,0,None,May,21,Monday
AMZ-02505,2024-05-20,Munich-WAR,Bochum,Hermes,Electronics,485.4,24.7,51.99,3,2024-05-23,2024-05-22,2,On-Time,0,None,May,21,Monday
AMZ-02506,2024-05-20,Hamburg-WAR,Hamburg,FedEx,Networking Equipment,0.0,8.2,4.16,1,2024-05-21,2024-05-23,3,Late,2,Wrong Routing,May,21,Monday
AMZ-02507,2024-05-20,Munich-WAR,Dusseldorf,Hermes,Cables & Accessories,486.9,48.4,63.81,3,2024-05-23,2024-05-23,3,On-Time,0,None,May,21,Monday
AMZ-02508,2024-05-20,Berlin-WAR,Bielefeld,DPD,Hardware,335.9,11.3,30.97,2,2024-05-22,2024-05-25,5,Late,3,Address Issue,May,21,Monday
AMZ-02509,2024-05-20,Hamburg-WAR,Wuppertal,DPD,Networking Equipment,317.1,29.5,39.1,2,2024-05-22,2024-05-22,2,On-Time,0,None,May,21,Monday
AMZ-02510,2024-05-21,Berlin-WAR,Hannover,DHL,Spare Parts,249.3,21.4,29.63,2,2024-05-23,2024-05-23,2,On-Time,0,None,May,21,Tuesday
AMZ-02511,2024-05-21,Hamburg-WAR,Hannover,Hermes,Spare Parts,132.5,23.6,20.99,2,2024-05-23,2024-05-22,1,On-Time,0,None,May,21,Tuesday
AMZ-02512,2024-05-21,Cologne-WAR,Mannheim,UPS,Cables & Accessories,193.7,20.3,27.36,2,2024-05-23,2024-05-23,2,On-Time,0,None,May,21,Tuesday
AMZ-02513,2024-05-21,Cologne-WAR,Dresden,UPS,Cables & Accessories,474.5,20.4,43.73,3,2024-05-24,2024-05-25,4,Late,1,Traffic Congestion,May,21,Tuesday
AMZ-02514,2024-05-21,Berlin-WAR,Duisburg,UPS,Hardware,470.5,47.7,60.27,3,2024-05-24,2024-05-24,3,On-Time,0,None,May,21,Tuesday
AMZ-02515,2024-05-21,Munich-WAR,Augsburg,FedEx,Spare Parts,56.5,47.6,28.7,1,2024-05-22,2024-05-22,1,On-Time,0,None,May,21,Tuesday
AMZ-02516,2024-05-21,Berlin-WAR,Munich,Hermes,Spare Parts,503.8,40.2,59.91,3,2024-05-24,2024-05-24,3,On-Time,0,None,May,21,Tuesday
AMZ-02517,2024-05-21,Hamburg-WAR,Dusseldorf,DPD,Hardware,338.0,15.7,32.69,2,2024-05-23,2024-05-22,1,On-Time,0,None,May,21,Tuesday
AMZ-02518,2024-05-21,Berlin-WAR,Leipzig,DPD,Cables & Accessories,149.0,28.0,27.35,2,2024-05-23,2024-05-23,2,On-Time,0,None,May,21,Tuesday
AMZ-02519,2024-05-21,Munich-WAR,Frankfurt,UPS,Storage Devices,304.1,34.5,43.23,2,2024-05-23,2024-05-25,4,Late,2,Warehouse Delay,May,21,Tuesday
AMZ-02520,2024-05-21,Hamburg-WAR,Frankfurt,UPS,Spare Parts,393.1,16.3,43.05,2,2024-05-23,2024-05-23,2,On-Time,0,None,May,21,Tuesday
AMZ-02521,2024-05-21,Munich-WAR,Duisburg,FedEx,Networking Equipment,503.4,26.9,52.07,3,2024-05-24,2024-05-24,3,On-Time,0,None,May,21,Tuesday
AMZ-02522,2024-05-21,Hamburg-WAR,Augsburg,DPD,Spare Parts,579.4,18.8,53.97,3,2024-05-24,2024-05-23,2,On-Time,0,None,May,21,Tuesday
AMZ-02523,2024-05-22,Hamburg-WAR,Cologne,UPS,Spare Parts,356.4,2.7,28.68,2,2024-05-24,2024-05-23,1,On-Time,0,None,May,21,Wednesday
AMZ-02524,2024-05-22,Hamburg-WAR,Duisburg,DPD,Hardware,321.9,15.9,34.89,2,2024-05-24,2024-05-24,2,On-Time,0,None,May,21,Wednesday
AMZ-02525,2024-05-22,Frankfurt-WAR,Stuttgart,DPD,Networking Equipment,152.2,34.3,31.29,2,2024-05-24,2024-05-24,2,On-Time,0,None,May,21,Wednesday
AMZ-02526,2024-05-22,Munich-WAR,Frankfurt,UPS,Electronics,304.1,8.5,26.46,2,2024-05-24,2024-05-23,1,On-Time,0,None,May,21,Wednesday
AMZ-02527,2024-05-22,Berlin-WAR,Wuppertal,UPS,Networking Equipment,448.0,38.7,53.02,3,2024-05-25,2024-05-25,3,On-Time,0,None,May,21,Wednesday
AMZ-02528,2024-05-22,Cologne-WAR,Bochum,FedEx,Hardware,62.7,39.2,25.66,1,2024-05-23,2024-05-23,1,On-Time,0,None,May,21,Wednesday
AMZ-02529,2024-05-22,Berlin-WAR,Stuttgart,UPS,Storage Devices,511.1,38.1,64.38,3,2024-05-25,2024-05-25,3,On-Time,0,None,May,21,Wednesday
AMZ-02530,2024-05-22,Munich-WAR,Mannheim,Hermes,Spare Parts,272.7,26.0,35.61,2,2024-05-24,2024-05-26,4,Late,2,Carrier Delay,May,21,Wednesday
AMZ-02531,2024-05-22,Frankfurt-WAR,Bremen,DHL,Electronics,330.4,43.5,47.8,2,2024-05-24,2024-05-24,2,On-Time,0,None,May,21,Wednesday
AMZ-02532,2024-05-23,Frankfurt-WAR,Dresden,Hermes,Electronics,372.2,27.4,40.68,2,2024-05-25,2024-05-25,2,On-Time,0,None,May,21,Thursday
AMZ-02533,2024-05-23,Frankfurt-WAR,Dresden,Hermes,Cables & Accessories,372.2,2.3,28.52,2,2024-05-25,2024-05-24,1,On-Time,0,None,May,21,Thursday
AMZ-02534,2024-05-23,Hamburg-WAR,Stuttgart,DHL,Storage Devices,533.5,5.2,47.33,3,2024-05-26,2024-05-25,2,On-Time,0,None,May,21,Thursday
AMZ-02535,2024-05-23,Munich-WAR,Hannover,UPS,Cables & Accessories,488.4,31.1,59.19,3,2024-05-26,2024-05-29,6,Late,3,Traffic Congestion,May,21,Thursday
AMZ-02536,2024-05-23,Frankfurt-WAR,Hamburg,DHL,Hardware,393.1,19.0,38.06,2,2024-05-25,2024-05-26,3,Late,1,Warehouse Delay,May,21,Thursday
AMZ-02537,2024-05-23,Cologne-WAR,Munich,Hermes,Cables & Accessories,456.0,37.6,54.42,3,2024-05-26,2024-05-26,3,On-Time,0,None,May,21,Thursday
AMZ-02538,2024-05-23,Berlin-WAR,Duisburg,DHL,Spare Parts,470.5,28.8,57.19,3,2024-05-26,2024-05-26,3,On-Time,0,None,May,21,Thursday
AMZ-02539,2024-05-23,Berlin-WAR,Hannover,FedEx,Networking Equipment,249.3,11.2,27.77,2,2024-05-25,2024-05-25,2,On-Time,0,None,May,21,Thursday
AMZ-02540,2024-05-23,Munich-WAR,Bielefeld,DHL,Storage Devices,483.1,20.2,45.64,3,2024-05-26,2024-05-26,3,On-Time,0,None,May,21,Thursday
AMZ-02541,2024-05-23,Frankfurt-WAR,Dusseldorf,DHL,Networking Equipment,182.9,33.0,29.73,2,2024-05-25,2024-05-25,2,On-Time,0,None,May,21,Thursday
AMZ-02542,2024-05-23,Berlin-WAR,Leipzig,DPD,Electronics,149.0,35.6,28.06,2,2024-05-25,2024-05-24,1,On-Time,0,None,May,21,Thursday
AMZ-02543,2024-05-23,Cologne-WAR,Duisburg,FedEx,Hardware,56.2,27.3,18.06,1,2024-05-24,2024-05-24,1,On-Time,0,None,May,21,Thursday
AMZ-02544,2024-05-24,Munich-WAR,Hannover,UPS,Spare Parts,488.4,23.4,53.23,3,2024-05-27,2024-05-27,3,On-Time,0,None,May,21,Friday
AMZ-02545,2024-05-24,Frankfurt-WAR,Dortmund,UPS,Electronics,177.4,33.2,31.23,2,2024-05-26,2024-05-25,1,On-Time,0,None,May,21,Friday
AMZ-02546,2024-05-24,Cologne-WAR,Hannover,DHL,Spare Parts,248.6,37.5,38.86,2,2024-05-26,2024-05-26,2,On-Time,0,None,May,21,Friday
AMZ-02547,2024-05-24,Frankfurt-WAR,Bochum,DHL,Spare Parts,183.7,31.4,28.37,2,2024-05-26,2024-05-25,1,On-Time,0,None,May,21,Friday
AMZ-02548,2024-05-24,Frankfurt-WAR,Berlin,Hermes,Storage Devices,423.4,37.3,57.67,3,2024-05-27,2024-05-27,3,On-Time,0,None,May,21,Friday
AMZ-02549,2024-05-24,Frankfurt-WAR,Augsburg,DHL,Electronics,251.8,20.1,28.45,2,2024-05-26,2024-05-26,2,On-Time,0,None,May,21,Friday
AMZ-02550,2024-05-24,Hamburg-WAR,Stuttgart,UPS,Storage Devices,533.5,20.7,55.69,3,2024-05-27,2024-05-27,3,On-Time,0,None,May,21,Friday
AMZ-02551,2024-05-24,Munich-WAR,Hannover,DHL,Cables & Accessories,488.4,44.3,66.85,3,2024-05-27,2024-05-27,3,On-Time,0,None,May,21,Friday
AMZ-02552,2024-05-24,Cologne-WAR,Bonn,FedEx,Networking Equipment,25.3,11.6,7.68,1,2024-05-25,2024-05-25,1,On-Time,0,None,May,21,Friday
AMZ-02553,2024-05-24,Frankfurt-WAR,Stuttgart,DPD,Networking Equipment,152.2,14.8,19.71,2,2024-05-26,2024-05-25,1,On-Time,0,None,May,21,Friday
AMZ-02554,2024-05-24,Hamburg-WAR,Frankfurt,UPS,Storage Devices,393.1,32.8,52.39,2,2024-05-26,2024-05-26,2,On-Time,0,None,May,21,Friday
AMZ-02555,2024-05-24,Cologne-WAR,Leipzig,DPD,Storage Devices,380.0,31.2,50.59,2,2024-05-26,2024-05-25,1,On-Time,0,None,May,21,Friday
AMZ-02556,2024-05-24,Berlin-WAR,Dresden,FedEx,Spare Parts,165.1,8.7,18.0,2,2024-05-26,2024-05-26,2,On-Time,0,None,May,21,Friday
AMZ-02557,2024-05-25,Cologne-WAR,Nuremberg,FedEx,Storage Devices,336.8,43.2,51.94,2,2024-05-27,2024-05-27,2,On-Time,0,None,May,21,Saturday
AMZ-02558,2024-05-25,Hamburg-WAR,Stuttgart,UPS,Cables & Accessories,533.5,46.1,63.4,3,2024-05-28,2024-05-28,3,On-Time,0,None,May,21,Saturday
AMZ-02559,2024-05-25,Hamburg-WAR,Mannheim,UPS,Networking Equipment,463.7,12.6,44.29,3,2024-05-28,2024-05-29,4,Late,1,Warehouse Delay,May,21,Saturday
AMZ-02560,2024-05-26,Cologne-WAR,Dresden,DPD,Spare Parts,474.5,23.4,54.25,3,2024-05-29,2024-05-29,3,On-Time,0,None,May,21,Sunday
AMZ-02561,2024-05-26,Frankfurt-WAR,Bielefeld,UPS,Networking Equipment,212.6,4.0,18.7,2,2024-05-28,2024-05-28,2,On-Time,0,None,May,21,Sunday
AMZ-02562,2024-05-26,Cologne-WAR,Bonn,DHL,Networking Equipment,25.3,24.3,14.82,1,2024-05-27,2024-05-27,1,On-Time,0,None,May,21,Sunday
AMZ-02563,2024-05-27,Munich-WAR,Nuremberg,FedEx,Cables & Accessories,150.2,32.7,27.96,2,2024-05-29,2024-05-29,2,On-Time,0,None,May,22,Monday
AMZ-02564,2024-05-27,Munich-WAR,Mannheim,DHL,Cables & Accessories,272.7,8.9,25.81,2,2024-05-29,2024-05-29,2,On-Time,0,None,May,22,Monday
AMZ-02565,2024-05-27,Frankfurt-WAR,Dusseldorf,Hermes,Electronics,182.9,16.8,23.92,2,2024-05-29,2024-05-28,1,On-Time,0,None,May,22,Monday
AMZ-02566,2024-05-27,Hamburg-WAR,Dortmund,Hermes,Hardware,284.1,34.6,38.67,2,2024-05-29,2024-05-29,2,On-Time,0,None,May,22,Monday
AMZ-02567,2024-05-27,Cologne-WAR,Dortmund,FedEx,Electronics,72.7,38.2,23.16,1,2024-05-28,2024-05-28,1,On-Time,0,None,May,22,Monday
AMZ-02568,2024-05-27,Munich-WAR,Mannheim,Hermes,Cables & Accessories,272.7,14.9,31.87,2,2024-05-29,2024-05-29,2,On-Time,0,None,May,22,Monday
AMZ-02569,2024-05-27,Frankfurt-WAR,Bochum,Hermes,Spare Parts,183.7,37.3,34.64,2,2024-05-29,2024-05-29,2,On-Time,0,None,May,22,Monday
AMZ-02570,2024-05-27,Frankfurt-WAR,Dortmund,DPD,Electronics,177.4,42.6,36.08,2,2024-05-29,2024-05-29,2,On-Time,0,None,May,22,Monday
AMZ-02571,2024-05-28,Munich-WAR,Bielefeld,FedEx,Networking Equipment,483.1,24.1,54.76,3,2024-05-31,2024-06-01,4,Late,1,Traffic Congestion,May,22,Tuesday
AMZ-02572,2024-05-28,Cologne-WAR,Dresden,FedEx,Hardware,474.5,19.2,51.61,3,2024-05-31,2024-05-30,2,On-Time,0,None,May,22,Tuesday
AMZ-02573,2024-05-28,Hamburg-WAR,Wuppertal,UPS,Electronics,317.1,33.6,38.5,2,2024-05-30,2024-05-30,2,On-Time,0,None,May,22,Tuesday
AMZ-02574,2024-05-28,Hamburg-WAR,Cologne,Hermes,Storage Devices,356.4,39.0,50.79,2,2024-05-30,2024-05-30,2,On-Time,0,None,May,22,Tuesday
AMZ-02575,2024-05-28,Frankfurt-WAR,Bochum,FedEx,Cables & Accessories,183.7,45.4,39.94,2,2024-05-30,2024-05-30,2,On-Time,0,None,May,22,Tuesday
AMZ-02576,2024-05-28,Hamburg-WAR,Hannover,DHL,Networking Equipment,132.5,31.5,28.73,2,2024-05-30,2024-05-30,2,On-Time,0,None,May,22,Tuesday
AMZ-02577,2024-05-28,Cologne-WAR,Bonn,FedEx,Electronics,25.3,48.5,23.94,1,2024-05-29,2024-05-29,1,On-Time,0,None,May,22,Tuesday
AMZ-02578,2024-05-28,Hamburg-WAR,Dortmund,DPD,Cables & Accessories,284.1,46.8,49.43,2,2024-05-30,2024-05-29,1,On-Time,0,None,May,22,Tuesday
AMZ-02579,2024-05-28,Hamburg-WAR,Hamburg,FedEx,Hardware,0.0,27.8,12.76,1,2024-05-29,2024-05-29,1,On-Time,0,None,May,22,Tuesday
AMZ-02580,2024-05-28,Hamburg-WAR,Bielefeld,Hermes,Electronics,196.8,10.8,20.06,2,2024-05-30,2024-05-29,1,On-Time,0,None,May,22,Tuesday
AMZ-02581,2024-05-28,Frankfurt-WAR,Frankfurt,FedEx,Electronics,0.0,16.3,8.37,1,2024-05-29,2024-05-29,1,On-Time,0,None,May,22,Tuesday
AMZ-02582,2024-05-28,Frankfurt-WAR,Munich,UPS,Spare Parts,304.1,5.4,27.51,2,2024-05-30,2024-05-30,2,On-Time,0,None,May,22,Tuesday
AMZ-02583,2024-05-29,Berlin-WAR,Mannheim,UPS,Electronics,482.0,36.1,55.96,3,2024-06-01,2024-05-31,2,On-Time,0,None,May,22,Wednesday
AMZ-02584,2024-05-29,Berlin-WAR,Dortmund,UPS,Storage Devices,420.9,13.9,41.69,3,2024-06-01,2024-05-31,2,On-Time,0,None,May,22,Wednesday
AMZ-02585,2024-05-29,Cologne-WAR,Bremen,Hermes,Hardware,269.2,43.4,41.07,2,2024-05-31,2024-05-31,2,On-Time,0,None,May,22,Wednesday
AMZ-02586,2024-05-29,Frankfurt-WAR,Frankfurt,DPD,Networking Equipment,0.0,0.8,0.43,1,2024-05-30,2024-05-30,1,On-Time,0,None,May,22,Wednesday
AMZ-02587,2024-05-29,Hamburg-WAR,Stuttgart,DHL,Networking Equipment,533.5,33.8,54.75,3,2024-06-01,2024-06-01,3,On-Time,0,None,May,22,Wednesday
AMZ-02588,2024-05-29,Cologne-WAR,Stuttgart,DPD,Electronics,288.1,38.3,39.78,2,2024-05-31,2024-05-31,2,On-Time,0,None,May,22,Wednesday
AMZ-02589,2024-05-29,Cologne-WAR,Wuppertal,DHL,Cables & Accessories,40.1,15.4,11.14,1,2024-05-30,2024-05-30,1,On-Time,0,None,May,22,Wednesday
AMZ-02590,2024-05-29,Munich-WAR,Stuttgart,DPD,Networking Equipment,190.7,39.4,37.42,2,2024-05-31,2024-05-31,2,On-Time,0,None,May,22,Wednesday
AMZ-02591,2024-05-29,Munich-WAR,Bielefeld,UPS,Cables & Accessories,483.1,30.0,52.76,3,2024-06-01,2024-06-01,3,On-Time,0,None,May,22,Wednesday
AMZ-02592,2024-05-29,Munich-WAR,Wuppertal,Hermes,Hardware,469.7,7.7,40.05,3,2024-06-01,2024-06-01,3,On-Time,0,None,May,22,Wednesday
AMZ-02593,2024-05-29,Frankfurt-WAR,Bremen,UPS,Storage Devices,330.4,20.0,35.82,2,2024-05-31,2024-05-30,1,On-Time,0,None,May,22,Wednesday
AMZ-02594,2024-05-29,Berlin-WAR,Duisburg,Hermes,Cables & Accessories,470.5,40.4,63.33,3,2024-06-01,2024-06-01,3,On-Time,0,None,May,22,Wednesday
AMZ-02595,2024-05-29,Hamburg-WAR,Dusseldorf,Hermes,Hardware,338.0,41.7,43.33,2,2024-05-31,2024-05-30,1,On-Time,0,None,May,22,Wednesday
AMZ-02596,2024-05-29,Munich-WAR,Bonn,FedEx,Cables & Accessories,433.3,10.4,37.59,3,2024-06-01,2024-06-01,3,On-Time,0,None,May,22,Wednesday
AMZ-02597,2024-05-29,Berlin-WAR,Munich,DPD,Spare Parts,503.8,16.6,48.41,3,2024-06-01,2024-05-31,2,On-Time,0,None,May,22,Wednesday
AMZ-02598,2024-05-29,Berlin-WAR,Nuremberg,UPS,Spare Parts,378.0,14.4,38.24,2,2024-05-31,2024-05-31,2,On-Time,0,None,May,22,Wednesday
AMZ-02599,2024-05-29,Berlin-WAR,Dresden,Hermes,Storage Devices,165.1,18.8,24.53,2,2024-05-31,2024-05-31,2,On-Time,0,None,May,22,Wednesday
AMZ-02600,2024-05-30,Munich-WAR,Duisburg,DPD,Spare Parts,503.4,29.7,55.94,3,2024-06-02,2024-06-01,2,On-Time,0,None,May,22,Thursday
AMZ-02601,2024-05-30,Hamburg-WAR,Dresden,FedEx,Storage Devices,376.7,38.3,46.92,2,2024-06-01,2024-06-01,2,On-Time,0,None,May,22,Thursday
AMZ-02602,2024-05-30,Berlin-WAR,Cologne,DHL,Cables & Accessories,476.8,35.7,53.91,3,2024-06-02,2024-06-01,2,On-Time,0,None,May,22,Thursday
AMZ-02603,2024-05-30,Hamburg-WAR,Stuttgart,Hermes,Networking Equipment,533.5,11.8,47.24,3,2024-06-02,2024-06-02,3,On-Time,0,None,May,22,Thursday
AMZ-02604,2024-05-30,Munich-WAR,Augsburg,DHL,Spare Parts,56.5,6.4,7.58,1,2024-05-31,2024-05-31,1,On-Time,0,None,May,22,Thursday
AMZ-02605,2024-05-30,Berlin-WAR,Bielefeld,DHL,Storage Devices,335.9,19.0,36.85,2,2024-06-01,2024-06-04,5,Late,3,Wrong Routing,May,22,Thursday
AMZ-02606,2024-05-30,Cologne-WAR,Wuppertal,Hermes,Storage Devices,40.1,17.0,10.69,1,2024-05-31,2024-05-31,1,On-Time,0,None,May,22,Thursday
AMZ-02607,2024-05-30,Cologne-WAR,Frankfurt,FedEx,Spare Parts,152.6,40.0,34.44,2,2024-06-01,2024-05-31,1,On-Time,0,None,May,22,Thursday
AMZ-02608,2024-05-30,Cologne-WAR,Dusseldorf,DHL,Cables & Accessories,34.6,21.8,13.06,1,2024-05-31,2024-05-31,1,On-Time,0,None,May,22,Thursday
AMZ-02609,2024-05-31,Munich-WAR,Munich,DPD,Cables & Accessories,0.0,29.0,14.37,1,2024-06-01,2024-06-01,1,On-Time,0,None,May,22,Friday
AMZ-02610,2024-05-31,Berlin-WAR,Nuremberg,FedEx,Hardware,378.0,0.8,32.65,2,2024-06-02,2024-06-02,2,On-Time,0,None,May,22,Friday
AMZ-02611,2024-05-31,Munich-WAR,Duisburg,DPD,Hardware,503.4,42.9,62.76,3,2024-06-03,2024-06-02,2,On-Time,0,None,May,22,Friday
AMZ-02612,2024-05-31,Hamburg-WAR,Mannheim,Hermes,Cables & Accessories,463.7,43.4,54.71,3,2024-06-03,2024-06-03,3,On-Time,0,None,May,22,Friday
AMZ-02613,2024-05-31,Munich-WAR,Stuttgart,DHL,Electronics,190.7,26.9,31.26,2,2024-06-02,2024-06-02,2,On-Time,0,None,May,22,Friday
AMZ-02614,2024-05-31,Cologne-WAR,Hannover,DHL,Hardware,248.6,43.6,45.26,2,2024-06-02,2024-06-02,2,On-Time,0,None,May,22,Friday
AMZ-02615,2024-05-31,Munich-WAR,Stuttgart,UPS,Hardware,190.7,12.0,23.04,2,2024-06-02,2024-06-02,2,On-Time,0,None,May,22,Friday
AMZ-02616,2024-05-31,Hamburg-WAR,Bochum,DHL,Networking Equipment,297.2,1.8,26.49,2,2024-06-02,2024-06-02,2,On-Time,0,None,May,22,Friday
AMZ-02617,2024-05-31,Frankfurt-WAR,Hamburg,UPS,Networking Equipment,393.1,20.3,39.15,2,2024-06-02,2024-06-02,2,On-Time,0,None,May,22,Friday
AMZ-02618,2024-05-31,Berlin-WAR,Stuttgart,FedEx,Storage Devices,511.1,36.4,54.62,3,2024-06-03,2024-06-03,3,On-Time,0,None,May,22,Friday
AMZ-02619,2024-05-31,Frankfurt-WAR,Augsburg,Hermes,Cables & Accessories,251.8,49.8,44.28,2,2024-06-02,2024-06-02,2,On-Time,0,None,May,22,Friday
AMZ-02620,2024-05-31,Cologne-WAR,Hannover,UPS,Hardware,248.6,25.7,35.65,2,2024-06-02,2024-06-01,1,On-Time,0,None,May,22,Friday
AMZ-02621,2024-05-31,Frankfurt-WAR,Nuremberg,DHL,Hardware,187.3,18.3,23.22,2,2024-06-02,2024-06-02,2,On-Time,0,None,May,22,Friday
AMZ-02622,2024-05-31,Hamburg-WAR,Munich,UPS,Networking Equipment,611.7,1.3,54.19,3,2024-06-03,2024-06-03,3,On-Time,0,None,May,22,Friday
AMZ-02623,2024-05-31,Berlin-WAR,Cologne,DPD,Spare Parts,476.8,28.4,48.45,3,2024-06-03,2024-06-02,2,On-Time,0,None,May,22,Friday
AMZ-02624,2024-05-31,Berlin-WAR,Hamburg,FedEx,Spare Parts,254.5,43.4,43.42,2,2024-06-02,2024-06-01,1,On-Time,0,None,May,22,Friday
AMZ-02625,2024-05-31,Hamburg-WAR,Duisburg,DPD,Spare Parts,321.9,46.8,53.73,2,2024-06-02,2024-06-02,2,On-Time,0,None,May,22,Friday
AMZ-02626,2024-05-31,Munich-WAR,Frankfurt,DPD,Electronics,304.1,25.1,35.45,2,2024-06-02,2024-06-02,2,On-Time,0,None,May,22,Friday
AMZ-02627,2024-06-01,Berlin-WAR,Berlin,Hermes,Electronics,0.0,44.5,20.18,1,2024-06-02,2024-06-04,3,Late,2,Carrier Delay,June,22,Saturday
